"submission_date","NAME","new_case"
2020-03-10,"Colorado",6
2020-03-10,"West Virginia",0
2020-03-10,"Massachusetts",63
2020-03-10,"Pennsylvania",4
2020-03-10,"New York",12
2020-03-10,"South Dakota",5
2020-03-10,"Iowa",5
2020-03-10,"Tennessee",0
2020-03-10,"New Mexico",0
2020-03-10,"Ohio",3
2020-03-10,"Oklahoma",22
2020-03-10,"Utah",1
2020-03-10,"Texas",3
2020-03-10,"Alaska",0
2020-03-10,"Georgia",13
2020-03-10,"Kansas",0
2020-03-10,"Idaho",0
2020-03-10,"Maryland",0
2020-03-10,"Connecticut",1
2020-03-10,"Mississippi",25
2020-03-10,"California",24
2020-03-10,"North Carolina",0
2020-03-10,"Missouri",0
2020-03-10,"Delaware",0
2020-03-10,"Michigan",157
2020-03-10,"Indiana",2
2020-03-10,"District of Columbia",0
2020-03-10,"Oregon",1
2020-03-10,"Rhode Island",1
2020-03-10,"Wyoming",0
2020-03-10,"Arizona",2
2020-03-11,"Delaware",4
2020-03-11,"Nebraska",0
2020-03-11,"Montana",1
2020-03-11,"Nevada",2
2020-03-11,"Maryland",3
2020-03-11,"North Carolina",5
2020-03-11,"Michigan",203
2020-03-11,"Mississippi",23
2020-03-11,"New Jersey",8
2020-03-11,"South Carolina",2
2020-03-11,"Arizona",1
2020-03-11,"Virginia",7
2020-03-11,"Georgia",16
2020-03-11,"Kansas",0
2020-03-11,"Arkansas",1
2020-03-11,"Utah",1
2020-03-11,"Oklahoma",22
2020-03-11,"Colorado",6
2020-03-11,"Texas",3
2020-03-11,"Hawaii",0
2020-03-11,"Ohio",0
2020-03-11,"Iowa",1
2020-03-11,"Alaska",0
2020-03-11,"Florida",6
2020-03-11,"West Virginia",0
2020-03-11,"Massachusetts",4
2020-03-11,"Tennessee",0
2020-03-11,"New York",27
2020-03-11,"New Mexico",3
2020-03-11,"Pennsylvania",5
2020-03-11,"South Dakota",3
2020-03-11,"Indiana",4
2020-03-11,"Vermont",0
2020-03-11,"Idaho",0
2020-03-11,"Missouri",2
2020-03-11,"North Dakota",0
2020-03-11,"California",20
2020-03-11,"Alabama",3
2020-03-11,"Wisconsin",2
2020-03-11,"Washington",48
2020-03-11,"New Hampshire",0
2020-03-11,"Maine",0
2020-03-11,"Illinois",8
2020-03-11,"Connecticut",1
2020-03-11,"Wyoming",0
2020-03-11,"Minnesota",1
2020-03-11,"District of Columbia",0
2020-03-11,"Rhode Island",2
2020-03-11,"Oregon",4
2020-03-11,"Louisiana",7
2020-03-11,"Kentucky",3
2020-03-12,"Alabama",1
2020-03-12,"Indiana",3
2020-03-12,"Missouri",1
2020-03-12,"Idaho",0
2020-03-12,"Vermont",1
2020-03-12,"Maryland",0
2020-03-12,"Maine",1
2020-03-12,"Washington",86
2020-03-12,"Michigan",278
2020-03-12,"Illinois",5
2020-03-12,"Connecticut",4
2020-03-12,"Nevada",4
2020-03-12,"Rhode Island",8
2020-03-12,"Virginia",14
2020-03-12,"South Carolina",5
2020-03-12,"Oregon",5
2020-03-12,"District of Columbia",0
2020-03-12,"New Jersey",6
2020-03-12,"West Virginia",0
2020-03-12,"Massachusetts",13
2020-03-12,"Oklahoma",20
2020-03-12,"Kansas",3
2020-03-12,"Arkansas",5
2020-03-12,"Colorado",11
2020-03-12,"Florida",5
2020-03-12,"South Dakota",0
2020-03-12,"New Mexico",2
2020-03-12,"Pennsylvania",8
2020-03-12,"Ohio",2
2020-03-12,"Utah",1
2020-03-12,"Georgia",33
2020-03-12,"Alaska",0
2020-03-12,"Texas",4
2020-03-12,"Hawaii",0
2020-03-12,"Tennessee",0
2020-03-12,"Iowa",2
2020-03-12,"New York",66
2020-03-12,"Mississippi",35
2020-03-12,"New Hampshire",1
2020-03-12,"North Dakota",1
2020-03-12,"California",21
2020-03-12,"Delaware",0
2020-03-12,"Montana",0
2020-03-12,"Nebraska",5
2020-03-12,"North Carolina",11
2020-03-12,"Wisconsin",3
2020-03-12,"Louisiana",6
2020-03-12,"Wyoming",1
2020-03-12,"Minnesota",5
2020-03-12,"Arizona",0
2020-03-12,"Kentucky",2
2020-03-13,"Mississippi",37
2020-03-13,"Illinois",0
2020-03-13,"New Hampshire",0
2020-03-13,"Missouri",7
2020-03-13,"California",49
2020-03-13,"Montana",0
2020-03-13,"North Carolina",15
2020-03-13,"Nevada",0
2020-03-13,"Alabama",4
2020-03-13,"Nebraska",4
2020-03-13,"Rhode Island",6
2020-03-13,"Wyoming",0
2020-03-13,"New Jersey",1
2020-03-13,"Louisiana",19
2020-03-13,"Minnesota",4
2020-03-13,"Oregon",0
2020-03-13,"Arizona",1
2020-03-13,"District of Columbia",1
2020-03-13,"Kansas",2
2020-03-13,"Alaska",1
2020-03-13,"Massachusetts",1
2020-03-13,"Texas",0
2020-03-13,"Florida",20
2020-03-13,"West Virginia",0
2020-03-13,"Oklahoma",49
2020-03-13,"South Dakota",1
2020-03-13,"Pennsylvania",9
2020-03-13,"Ohio",0
2020-03-13,"Iowa",0
2020-03-13,"Hawaii",2
2020-03-13,"Utah",2
2020-03-13,"Georgia",27
2020-03-13,"Arkansas",3
2020-03-13,"Colorado",10
2020-03-13,"New Mexico",0
2020-03-13,"New York",37
2020-03-13,"Tennessee",1
2020-03-13,"Vermont",0
2020-03-13,"Wisconsin",1
2020-03-13,"Michigan",375
2020-03-13,"Maine",0
2020-03-13,"Idaho",0
2020-03-13,"Washington",67
2020-03-13,"Maryland",0
2020-03-13,"North Dakota",0
2020-03-13,"Indiana",0
2020-03-13,"Delaware",1
2020-03-13,"Connecticut",0
2020-03-13,"South Carolina",3
2020-03-13,"Kentucky",3
2020-03-13,"Virginia",0
2020-03-14,"Vermont",2
2020-03-14,"Delaware",0
2020-03-14,"Washington",121
2020-03-14,"Wisconsin",10
2020-03-14,"Montana",0
2020-03-14,"Alabama",7
2020-03-14,"Nevada",0
2020-03-14,"District of Columbia",0
2020-03-14,"South Carolina",4
2020-03-14,"New Jersey",14
2020-03-14,"Minnesota",0
2020-03-14,"Arizona",2
2020-03-14,"Louisiana",0
2020-03-14,"Texas",0
2020-03-14,"Utah",0
2020-03-14,"Alaska",0
2020-03-14,"Oklahoma",50
2020-03-14,"Arkansas",3
2020-03-14,"West Virginia",0
2020-03-14,"Tennessee",0
2020-03-14,"New Mexico",2
2020-03-14,"Iowa",0
2020-03-14,"Georgia",24
2020-03-14,"Kansas",1
2020-03-14,"Massachusetts",0
2020-03-14,"Hawaii",3
2020-03-14,"Colorado",27
2020-03-14,"Florida",40
2020-03-14,"Pennsylvania",18
2020-03-14,"South Dakota",0
2020-03-14,"New York",44
2020-03-14,"Ohio",0
2020-03-14,"Nebraska",2
2020-03-14,"Connecticut",0
2020-03-14,"Illinois",0
2020-03-14,"Maryland",0
2020-03-14,"California",41
2020-03-14,"Michigan",393
2020-03-14,"North Dakota",0
2020-03-14,"Mississippi",41
2020-03-14,"North Carolina",57
2020-03-14,"Maine",4
2020-03-14,"Missouri",11
2020-03-14,"Idaho",1
2020-03-14,"New Hampshire",0
2020-03-14,"Indiana",0
2020-03-14,"Oregon",0
2020-03-14,"Rhode Island",0
2020-03-14,"Virginia",0
2020-03-14,"Wyoming",1
2020-03-14,"Kentucky",5
2020-03-15,"Michigan",495
2020-03-15,"Washington",115
2020-03-15,"North Carolina",9
2020-03-15,"Delaware",3
2020-03-15,"Vermont",0
2020-03-15,"Maryland",25
2020-03-15,"Wyoming",1
2020-03-15,"New Jersey",54
2020-03-15,"South Carolina",2
2020-03-15,"Minnesota",40
2020-03-15,"District of Columbia",14
2020-03-15,"Texas",34
2020-03-15,"Alaska",0
2020-03-15,"Massachusetts",55
2020-03-15,"Oklahoma",52
2020-03-15,"Georgia",52
2020-03-15,"Ohio",32
2020-03-15,"New Mexico",10
2020-03-15,"New York",89
2020-03-15,"Iowa",6
2020-03-15,"Arkansas",4
2020-03-15,"Colorado",32
2020-03-15,"Kansas",1
2020-03-15,"Florida",31
2020-03-15,"Utah",15
2020-03-15,"Hawaii",3
2020-03-15,"West Virginia",0
2020-03-15,"South Dakota",0
2020-03-15,"Pennsylvania",13
2020-03-15,"Tennessee",5
2020-03-15,"Montana",6
2020-03-15,"Maine",9
2020-03-15,"North Dakota",0
2020-03-15,"Idaho",4
2020-03-15,"Connecticut",19
2020-03-15,"Alabama",13
2020-03-15,"New Hampshire",7
2020-03-15,"Missouri",11
2020-03-15,"Wisconsin",8
2020-03-15,"Nebraska",1
2020-03-15,"Indiana",7
2020-03-15,"Mississippi",71
2020-03-15,"Illinois",61
2020-03-15,"Nevada",5
2020-03-15,"California",47
2020-03-15,"Arizona",1
2020-03-15,"Oregon",15
2020-03-15,"Kentucky",11
2020-03-15,"Rhode Island",0
2020-03-15,"Virginia",22
2020-03-15,"Louisiana",68
2020-03-16,"Maine",5
2020-03-16,"Delaware",1
2020-03-16,"Nevada",29
2020-03-16,"Montana",0
2020-03-16,"Alabama",8
2020-03-16,"North Carolina",14
2020-03-16,"Indiana",5
2020-03-16,"Wisconsin",26
2020-03-16,"Kentucky",9
2020-03-16,"South Carolina",13
2020-03-16,"Wyoming",0
2020-03-16,"Virginia",16
2020-03-16,"Arizona",5
2020-03-16,"Louisiana",36
2020-03-16,"Minnesota",6
2020-03-16,"Georgia",49
2020-03-16,"Utah",8
2020-03-16,"Oklahoma",69
2020-03-16,"Alaska",0
2020-03-16,"Pennsylvania",15
2020-03-16,"Texas",0
2020-03-16,"Florida",27
2020-03-16,"Kansas",3
2020-03-16,"Arkansas",1
2020-03-16,"West Virginia",0
2020-03-16,"Colorado",35
2020-03-16,"Massachusetts",33
2020-03-16,"Hawaii",1
2020-03-16,"Iowa",1
2020-03-16,"New Mexico",4
2020-03-16,"New York",87
2020-03-16,"Tennessee",4
2020-03-16,"Ohio",13
2020-03-16,"South Dakota",1
2020-03-16,"Maryland",20
2020-03-16,"New Hampshire",4
2020-03-16,"Michigan",744
2020-03-16,"Connecticut",15
2020-03-16,"Vermont",4
2020-03-16,"Mississippi",96
2020-03-16,"Nebraska",1
2020-03-16,"Washington",117
2020-03-16,"North Dakota",0
2020-03-16,"Illinois",12
2020-03-16,"California",57
2020-03-16,"Idaho",0
2020-03-16,"Missouri",28
2020-03-16,"Rhode Island",1
2020-03-16,"District of Columbia",5
2020-03-16,"Oregon",8
2020-03-16,"New Jersey",80
2020-03-17,"Missouri",45
2020-03-17,"Washington",125
2020-03-17,"Connecticut",27
2020-03-17,"Michigan",844
2020-03-17,"Idaho",0
2020-03-17,"Nevada",10
2020-03-17,"Maine",13
2020-03-17,"Montana",4
2020-03-17,"Vermont",2
2020-03-17,"Louisiana",53
2020-03-17,"District of Columbia",9
2020-03-17,"South Carolina",5
2020-03-17,"Rhode Island",3
2020-03-17,"Virginia",1
2020-03-17,"Arizona",0
2020-03-17,"Kentucky",7
2020-03-17,"New Jersey",89
2020-03-17,"Wyoming",8
2020-03-17,"Arkansas",7
2020-03-17,"Kansas",5
2020-03-17,"Colorado",34
2020-03-17,"Alaska",2
2020-03-17,"Hawaii",5
2020-03-17,"West Virginia",1
2020-03-17,"New Mexico",2
2020-03-17,"Tennessee",4
2020-03-17,"Pennsylvania",29
2020-03-17,"Ohio",17
2020-03-17,"Texas",7
2020-03-17,"Utah",0
2020-03-17,"Massachusetts",21
2020-03-17,"Georgia",43
2020-03-17,"Florida",62
2020-03-17,"Oklahoma",91
2020-03-17,"Iowa",6
2020-03-17,"New York",243
2020-03-17,"South Dakota",1
2020-03-17,"Indiana",6
2020-03-17,"Mississippi",80
2020-03-17,"California",80
2020-03-17,"Wisconsin",35
2020-03-17,"Delaware",4
2020-03-17,"Nebraska",5
2020-03-17,"Illinois",55
2020-03-17,"Alabama",15
2020-03-17,"New Hampshire",9
2020-03-17,"North Dakota",4
2020-03-17,"North Carolina",103
2020-03-17,"Maryland",28
2020-03-17,"Oregon",18
2020-03-17,"Minnesota",17
2020-03-18,"California",38
2020-03-18,"Nebraska",4
2020-03-18,"Illinois",128
2020-03-18,"Indiana",9
2020-03-18,"Nevada",8
2020-03-18,"New Hampshire",13
2020-03-18,"Alabama",10
2020-03-18,"Maryland",22
2020-03-18,"Maine",12
2020-03-18,"Michigan",964
2020-03-18,"Vermont",2
2020-03-18,"Montana",1
2020-03-18,"Washington",168
2020-03-18,"Wisconsin",18
2020-03-18,"North Carolina",109
2020-03-18,"North Dakota",2
2020-03-18,"Minnesota",12
2020-03-18,"Arizona",9
2020-03-18,"Louisiana",71
2020-03-18,"New Jersey",160
2020-03-18,"Arkansas",13
2020-03-18,"Colorado",30
2020-03-18,"Massachusetts",38
2020-03-18,"Kansas",5
2020-03-18,"Alaska",5
2020-03-18,"Florida",99
2020-03-18,"West Virginia",1
2020-03-18,"Georgia",95
2020-03-18,"New York",313
2020-03-18,"South Dakota",0
2020-03-18,"Texas",19
2020-03-18,"Hawaii",6
2020-03-18,"Utah",11
2020-03-18,"Oklahoma",82
2020-03-18,"Pennsylvania",43
2020-03-18,"Iowa",9
2020-03-18,"Ohio",21
2020-03-18,"Tennessee",4
2020-03-18,"New Mexico",5
2020-03-18,"Missouri",55
2020-03-18,"Delaware",11
2020-03-18,"Connecticut",28
2020-03-18,"Idaho",5
2020-03-18,"Mississippi",112
2020-03-18,"Wyoming",5
2020-03-18,"Virginia",26
2020-03-18,"District of Columbia",8
2020-03-18,"Kentucky",11
2020-03-18,"Oregon",10
2020-03-18,"Rhode Island",14
2020-03-18,"South Carolina",19
2020-03-19,"Washington",162
2020-03-19,"Vermont",2
2020-03-19,"California",165
2020-03-19,"North Dakota",12
2020-03-19,"Michigan",844
2020-03-19,"Nevada",32
2020-03-19,"South Carolina",17
2020-03-19,"Louisiana",131
2020-03-19,"Wyoming",2
2020-03-19,"New Jersey",315
2020-03-19,"Minnesota",26
2020-03-19,"Rhode Island",10
2020-03-19,"Florida",76
2020-03-19,"Kansas",14
2020-03-19,"Arkansas",27
2020-03-19,"Hawaii",17
2020-03-19,"Colorado",69
2020-03-19,"Texas",26
2020-03-19,"West Virginia",3
2020-03-19,"Tennessee",11
2020-03-19,"New Mexico",7
2020-03-19,"Iowa",6
2020-03-19,"Ohio",31
2020-03-19,"South Dakota",3
2020-03-19,"Georgia",115
2020-03-19,"Oklahoma",94
2020-03-19,"Utah",28
2020-03-19,"Alaska",3
2020-03-19,"Massachusetts",72
2020-03-19,"New York",640
2020-03-19,"Pennsylvania",66
2020-03-19,"New Hampshire",5
2020-03-19,"Idaho",13
2020-03-19,"Wisconsin",49
2020-03-19,"Delaware",13
2020-03-19,"Mississippi",95
2020-03-19,"Maine",8
2020-03-19,"Montana",3
2020-03-19,"Illinois",134
2020-03-19,"Indiana",17
2020-03-19,"Alabama",27
2020-03-19,"North Carolina",152
2020-03-19,"Connecticut",63
2020-03-19,"Nebraska",8
2020-03-19,"Maryland",42
2020-03-19,"Missouri",70
2020-03-19,"Arizona",17
2020-03-19,"District of Columbia",32
2020-03-19,"Virginia",20
2020-03-19,"Oregon",13
2020-03-19,"Kentucky",18
2020-03-20,"Delaware",8
2020-03-20,"Michigan",1041
2020-03-20,"Nevada",14
2020-03-20,"New Hampshire",11
2020-03-20,"Indiana",23
2020-03-20,"Maine",4
2020-03-20,"Illinois",163
2020-03-20,"Idaho",8
2020-03-20,"Mississippi",125
2020-03-20,"Nebraska",4
2020-03-20,"Montana",6
2020-03-20,"New Jersey",148
2020-03-20,"Oregon",26
2020-03-20,"Wyoming",4
2020-03-20,"Minnesota",0
2020-03-20,"Louisiana",145
2020-03-20,"Rhode Island",17
2020-03-20,"Virginia",0
2020-03-20,"Arkansas",36
2020-03-20,"West Virginia",3
2020-03-20,"Florida",142
2020-03-20,"Texas",67
2020-03-20,"Kansas",9
2020-03-20,"Utah",34
2020-03-20,"Iowa",1
2020-03-20,"New Mexico",8
2020-03-20,"New York",1011
2020-03-20,"Ohio",50
2020-03-20,"Hawaii",10
2020-03-20,"Oklahoma",69
2020-03-20,"Massachusetts",85
2020-03-20,"Colorado",83
2020-03-20,"Georgia",122
2020-03-20,"Alaska",3
2020-03-20,"South Dakota",0
2020-03-20,"Pennsylvania",99
2020-03-20,"Tennessee",30
2020-03-20,"Vermont",6
2020-03-20,"California",331
2020-03-20,"Connecticut",35
2020-03-20,"Missouri",101
2020-03-20,"Alabama",27
2020-03-20,"North Dakota",7
2020-03-20,"Wisconsin",51
2020-03-20,"North Carolina",161
2020-03-20,"Washington",140
2020-03-20,"Maryland",0
2020-03-20,"District of Columbia",6
2020-03-20,"Arizona",19
2020-03-20,"Kentucky",30
2020-03-20,"South Carolina",46
2020-03-21,"Wisconsin",75
2020-03-21,"Indiana",47
2020-03-21,"North Dakota",2
2020-03-21,"Washington",229
2020-03-21,"Illinois",168
2020-03-21,"Idaho",11
2020-03-21,"Nevada",45
2020-03-21,"Vermont",16
2020-03-21,"Maine",14
2020-03-21,"Nebraska",6
2020-03-21,"Missouri",77
2020-03-21,"Montana",6
2020-03-21,"New Hampshire",10
2020-03-21,"North Carolina",164
2020-03-21,"California",218
2020-03-21,"Mississippi",98
2020-03-21,"Minnesota",22
2020-03-21,"Rhode Island",14
2020-03-21,"New Jersey",437
2020-03-21,"West Virginia",4
2020-03-21,"Georgia",86
2020-03-21,"Florida",203
2020-03-21,"Colorado",123
2020-03-21,"Utah",23
2020-03-21,"Pennsylvania",115
2020-03-21,"Iowa",23
2020-03-21,"New Mexico",14
2020-03-21,"Kansas",11
2020-03-21,"Oklahoma",73
2020-03-21,"Arkansas",18
2020-03-21,"Alaska",1
2020-03-21,"Hawaii",10
2020-03-21,"Massachusetts",112
2020-03-21,"Texas",60
2020-03-21,"New York",1451
2020-03-21,"Tennessee",162
2020-03-21,"Ohio",78
2020-03-21,"South Dakota",0
2020-03-21,"Delaware",7
2020-03-21,"Michigan",852
2020-03-21,"Alabama",34
2020-03-21,"Maryland",41
2020-03-21,"Connecticut",29
2020-03-21,"Louisiana",226
2020-03-21,"South Carolina",52
2020-03-21,"Wyoming",2
2020-03-21,"District of Columbia",21
2020-03-21,"Arizona",41
2020-03-21,"Kentucky",23
2020-03-21,"Oregon",23
2020-03-21,"Virginia",38
2020-03-22,"Missouri",75
2020-03-22,"Montana",7
2020-03-22,"Idaho",5
2020-03-22,"Illinois",296
2020-03-22,"Nevada",36
2020-03-22,"California",244
2020-03-22,"Michigan",846
2020-03-22,"Vermont",8
2020-03-22,"Oregon",24
2020-03-22,"Rhode Island",13
2020-03-22,"New Jersey",587
2020-03-22,"Minnesota",99
2020-03-22,"Kentucky",19
2020-03-22,"Arizona",48
2020-03-22,"South Carolina",48
2020-03-22,"Utah",44
2020-03-22,"Colorado",119
2020-03-22,"Massachusetts",121
2020-03-22,"Alaska",10
2020-03-22,"Hawaii",20
2020-03-22,"Tennessee",151
2020-03-22,"New Mexico",8
2020-03-22,"New York",1978
2020-03-22,"South Dakota",7
2020-03-22,"Pennsylvania",116
2020-03-22,"Florida",297
2020-03-22,"Arkansas",46
2020-03-22,"Oklahoma",74
2020-03-22,"Georgia",155
2020-03-22,"Texas",28
2020-03-22,"West Virginia",4
2020-03-22,"Kansas",9
2020-03-22,"Ohio",104
2020-03-22,"Iowa",22
2020-03-22,"Wisconsin",100
2020-03-22,"Delaware",13
2020-03-22,"Mississippi",92
2020-03-22,"Washington",140
2020-03-22,"Maryland",98
2020-03-22,"Alabama",31
2020-03-22,"Indiana",75
2020-03-22,"Connecticut",104
2020-03-22,"New Hampshire",13
2020-03-22,"North Dakota",2
2020-03-22,"Maine",23
2020-03-22,"Nebraska",4
2020-03-22,"North Carolina",76
2020-03-22,"Virginia",102
2020-03-22,"Louisiana",272
2020-03-22,"Wyoming",0
2020-03-22,"District of Columbia",18
2020-03-23,"Montana",3
2020-03-23,"Nebraska",5
2020-03-23,"Connecticut",88
2020-03-23,"Washington",336
2020-03-23,"Missouri",172
2020-03-23,"Maine",16
2020-03-23,"Delaware",39
2020-03-23,"Indiana",58
2020-03-23,"Rhode Island",26
2020-03-23,"South Carolina",22
2020-03-23,"Wyoming",2
2020-03-23,"Arizona",101
2020-03-23,"New Jersey",930
2020-03-23,"Louisiana",137
2020-03-23,"Oregon",30
2020-03-23,"District of Columbia",21
2020-03-23,"Texas",24
2020-03-23,"Alaska",13
2020-03-23,"Oklahoma",60
2020-03-23,"Georgia",221
2020-03-23,"Kansas",18
2020-03-23,"West Virginia",4
2020-03-23,"Hawaii",14
2020-03-23,"Florida",176
2020-03-23,"Utah",111
2020-03-23,"Arkansas",33
2020-03-23,"New York",2447
2020-03-23,"South Dakota",7
2020-03-23,"Iowa",15
2020-03-23,"New Mexico",18
2020-03-23,"Massachusetts",131
2020-03-23,"Colorado",124
2020-03-23,"Tennessee",133
2020-03-23,"Ohio",91
2020-03-23,"Pennsylvania",150
2020-03-23,"North Dakota",2
2020-03-23,"North Carolina",73
2020-03-23,"Nevada",55
2020-03-23,"Wisconsin",35
2020-03-23,"Idaho",4
2020-03-23,"Michigan",1333
2020-03-23,"New Hampshire",23
2020-03-23,"California",265
2020-03-23,"Alabama",44
2020-03-23,"Mississippi",165
2020-03-23,"Vermont",24
2020-03-23,"Maryland",0
2020-03-23,"Illinois",236
2020-03-23,"Kentucky",19
2020-03-23,"Minnesota",26
2020-03-23,"Virginia",36
2020-03-24,"Vermont",18
2020-03-24,"Delaware",31
2020-03-24,"Washington",189
2020-03-24,"Idaho",20
2020-03-24,"North Dakota",5
2020-03-24,"Wisconsin",41
2020-03-24,"Indiana",106
2020-03-24,"Mississippi",138
2020-03-24,"Maine",9
2020-03-24,"Montana",11
2020-03-24,"New Hampshire",7
2020-03-24,"Illinois",250
2020-03-24,"Missouri",200
2020-03-24,"Nevada",33
2020-03-24,"North Carolina",235
2020-03-24,"New Jersey",831
2020-03-24,"South Carolina",104
2020-03-24,"Virginia",101
2020-03-24,"District of Columbia",46
2020-03-24,"Arizona",73
2020-03-24,"Kentucky",81
2020-03-24,"Minnesota",25
2020-03-24,"Oregon",18
2020-03-24,"Florida",283
2020-03-24,"Georgia",182
2020-03-24,"Arkansas",33
2020-03-24,"Alaska",4
2020-03-24,"Texas",425
2020-03-24,"Kansas",16
2020-03-24,"Oklahoma",89
2020-03-24,"Pennsylvania",244
2020-03-24,"Ohio",122
2020-03-24,"New Mexico",17
2020-03-24,"West Virginia",19
2020-03-24,"Utah",18
2020-03-24,"Colorado",196
2020-03-24,"Hawaii",9
2020-03-24,"Massachusetts",382
2020-03-24,"Tennessee",122
2020-03-24,"New York",2191
2020-03-24,"South Dakota",2
2020-03-24,"Iowa",19
2020-03-24,"Maryland",61
2020-03-24,"Alabama",70
2020-03-24,"Connecticut",203
2020-03-24,"California",222
2020-03-24,"Nebraska",12
2020-03-24,"Michigan",1155
2020-03-24,"Louisiana",216
2020-03-24,"Wyoming",4
2020-03-24,"Rhode Island",16
2020-03-25,"Connecticut",257
2020-03-25,"Alabama",173
2020-03-25,"Nebraska",7
2020-03-25,"North Dakota",8
2020-03-25,"Mississippi",132
2020-03-25,"Michigan",1258
2020-03-25,"Delaware",18
2020-03-25,"Maryland",231
2020-03-25,"Missouri",221
2020-03-25,"Nevada",43
2020-03-25,"Maine",29
2020-03-25,"Illinois",330
2020-03-25,"Kentucky",50
2020-03-25,"South Carolina",43
2020-03-25,"Louisiana",558
2020-03-25,"Rhode Island",19
2020-03-25,"District of Columbia",48
2020-03-25,"West Virginia",12
2020-03-25,"Alaska",7
2020-03-25,"Hawaii",17
2020-03-25,"South Dakota",11
2020-03-25,"Pennsylvania",259
2020-03-25,"New Mexico",12
2020-03-25,"Iowa",21
2020-03-25,"Tennessee",85
2020-03-25,"Arkansas",76
2020-03-25,"Texas",263
2020-03-25,"Utah",48
2020-03-25,"Colorado",177
2020-03-25,"Oklahoma",90
2020-03-25,"Massachusetts",679
2020-03-25,"Georgia",281
2020-03-25,"Kansas",0
2020-03-25,"Florida",498
2020-03-25,"New York",2194
2020-03-25,"Ohio",140
2020-03-25,"Idaho",52
2020-03-25,"California",580
2020-03-25,"North Carolina",176
2020-03-25,"Vermont",26
2020-03-25,"New Hampshire",29
2020-03-25,"Wisconsin",128
2020-03-25,"Washington",207
2020-03-25,"Indiana",112
2020-03-25,"Montana",17
2020-03-25,"Oregon",57
2020-03-25,"Wyoming",14
2020-03-25,"Virginia",69
2020-03-25,"Minnesota",59
2020-03-25,"New Jersey",727
2020-03-25,"Arizona",75
2020-03-26,"New Hampshire",21
2020-03-26,"Montana",25
2020-03-26,"Vermont",31
2020-03-26,"Wisconsin",122
2020-03-26,"Nebraska",2
2020-03-26,"Maine",8
2020-03-26,"Idaho",66
2020-03-26,"Maryland",194
2020-03-26,"Connecticut",137
2020-03-26,"Missouri",248
2020-03-26,"California",471
2020-03-26,"Washington",541
2020-03-26,"North Dakota",13
2020-03-26,"Oregon",50
2020-03-26,"Virginia",144
2020-03-26,"South Carolina",83
2020-03-26,"Rhode Island",32
2020-03-26,"Kentucky",71
2020-03-26,"Minnesota",53
2020-03-26,"Georgia",303
2020-03-26,"Massachusetts",579
2020-03-26,"Alaska",14
2020-03-26,"West Virginia",25
2020-03-26,"Oklahoma",100
2020-03-26,"Hawaii",17
2020-03-26,"Colorado",313
2020-03-26,"New York",2910
2020-03-26,"Iowa",34
2020-03-26,"New Mexico",24
2020-03-26,"Texas",419
2020-03-26,"Utah",56
2020-03-26,"Florida",535
2020-03-26,"Arkansas",43
2020-03-26,"Kansas",70
2020-03-26,"Tennessee",157
2020-03-26,"Pennsylvania",548
2020-03-26,"South Dakota",5
2020-03-26,"Ohio",163
2020-03-26,"Illinois",673
2020-03-26,"Alabama",102
2020-03-26,"North Carolina",198
2020-03-26,"Indiana",168
2020-03-26,"Michigan",1218
2020-03-26,"Nevada",214
2020-03-26,"Delaware",23
2020-03-26,"Mississippi",120
2020-03-26,"Louisiana",359
2020-03-26,"New Jersey",2474
2020-03-26,"Wyoming",11
2020-03-26,"Arizona",107
2020-03-26,"District of Columbia",36
2020-03-27,"North Carolina",197
2020-03-27,"Alabama",109
2020-03-27,"Nevada",86
2020-03-27,"Montana",31
2020-03-27,"Washington",543
2020-03-27,"South Carolina",32
2020-03-27,"Rhode Island",39
2020-03-27,"Kentucky",41
2020-03-27,"Colorado",296
2020-03-27,"Kansas",34
2020-03-27,"Florida",659
2020-03-27,"Arkansas",37
2020-03-27,"Georgia",524
2020-03-27,"Pennsylvania",539
2020-03-27,"South Dakota",12
2020-03-27,"Tennessee",168
2020-03-27,"Ohio",270
2020-03-27,"Alaska",11
2020-03-27,"West Virginia",20
2020-03-27,"Massachusetts",823
2020-03-27,"Texas",337
2020-03-27,"Utah",64
2020-03-27,"Hawaii",35
2020-03-27,"Oklahoma",80
2020-03-27,"New Mexico",55
2020-03-27,"Iowa",56
2020-03-27,"New York",3372
2020-03-27,"Indiana",336
2020-03-27,"Wisconsin",135
2020-03-27,"Delaware",38
2020-03-27,"Michigan",1383
2020-03-27,"Maryland",0
2020-03-27,"Vermont",24
2020-03-27,"Nebraska",15
2020-03-27,"Mississippi",165
2020-03-27,"New Hampshire",29
2020-03-27,"Connecticut",279
2020-03-27,"Illinois",488
2020-03-27,"North Dakota",10
2020-03-27,"Missouri",282
2020-03-27,"Maine",13
2020-03-27,"California",795
2020-03-27,"Idaho",41
2020-03-27,"District of Columbia",37
2020-03-27,"Louisiana",441
2020-03-27,"New Jersey",1949
2020-03-27,"Oregon",98
2020-03-27,"Wyoming",18
2020-03-27,"Arizona",157
2020-03-27,"Virginia",0
2020-03-27,"Minnesota",0
2020-03-28,"Delaware",47
2020-03-28,"Wisconsin",147
2020-03-28,"Idaho",31
2020-03-28,"Nebraska",25
2020-03-28,"Montana",26
2020-03-28,"Washington",442
2020-03-28,"Nevada",117
2020-03-28,"New Hampshire",27
